SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
421,11209,24905,58141,170.5081,90.1363
422,11212,24905,58141,168.0670,90.1363
423,11229,24905,58141,167.1394,90.1363
424,11245,24905,58141,167.1367,90.1362
425,11252,24905,58141,166.4493,90.1360
426,11269,24905,58141,166.2260,90.1358
427,11303,24905,58141,166.2056,90.1339
428,11327,24905,58141,165.0258,90.1338
429,11346,24905,58141,165.0214,89.4949
430,11361,24905,58141,164.3812,89.4939
431,11370,24905,58141,164.2951,88.5349
432,11374,24905,58141,163.4388,88.5348
433,11395,24905,58141,163.4369,88.5340
434,11416,24905,58141,162.0500,88.5328
435,11483,24905,58141,161.9559,88.5327
436,11500,24905,58141,161.9007,88.4757
437,11503,24905,58141,161.3241,88.4755
438,11528,24905,58141,161.3208,87.6706
439,11533,24905,58141,160.5144,87.6702
440,11536,24905,58141,160.3563,87.6702
441,11552,24905,58141,160.1909,87.6698
442,11604,24905,58141,160.1906,87.6640
443,11613,24905,58141,159.4150,87.5099
444,11697,24905,58141,158.2232,86.7468
445,11743,24905,58141,157.9293,86.4728
446,11774,24905,58141,157.2409,86.4710
447,11797,24905,58141,157.1846,86.4196
448,11819,24905,58141,157.1579,86.4177
449,11918,24905,58141,157.1356,86.3853
450,11960,24905,58141,155.2767,86.3826
451,11988,24905,58141,155.0343,86.3824
452,11990,24905,58141,155.0219,86.3824
453,11993,24905,58141,155.0163,86.3824
454,12050,24905,58141,155.0107,86.3821
455,12065,24905,58141,154.8950,86.3821
456,12093,24905,58141,154.8287,86.3819
457,12119,24905,58141,154.7624,86.3605
458,12146,24905,58141,153.2319,86.3580
459,12184,24905,58141,152.9947,86.3548
460,12208,24905,58141,152.0907,86.3536
461,12241,24905,58141,151.7685,86.3534
462,12242,24905,58141,151.6938,86.3525
463,12244,24905,58141,151.6065,86.3515
464,12245,24905,58141,151.5112,86.3505
465,12280,24905,58141,151.4063,86.3436
466,12283,24905,58141,151.3757,86.3436
467,12322,24905,58141,150.9722,86.3375
468,12341,24905,58141,150.3418,86.3374
469,12342,24905,58141,150.3359,86.3364
470,12365,24905,58141,150.2021,86.3351
471,12390,24905,58141,149.2946,86.3319
472,12424,24905,58141,148.7340,86.3319
473,12426,24905,58141,148.7218,86.3319
474,12427,24905,58141,148.4934,86.3301
475,12434,24905,58141,148.4570,86.3265
