SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
428,16135,7295,42395,311.6311,144.5073
429,16156,7295,42395,311.5755,144.4777
430,16177,7295,42395,311.1709,144.4747
431,16230,7295,42395,311.1524,144.4747
432,16245,7295,42395,310.9692,144.4722
433,16279,7295,42395,309.8630,144.4690
434,16291,7295,42395,308.7190,144.4603
435,16339,7295,42395,308.3747,144.4522
436,16345,7295,42395,307.9579,144.4514
437,16350,7295,42395,306.8641,144.4513
438,16418,7295,42395,306.7892,144.4398
439,16425,7295,42395,306.3406,144.4398
440,16431,7295,42395,306.3399,144.4398
441,16435,7295,42395,306.2536,144.4398
442,16436,7295,42395,306.2146,144.4397
443,16439,7295,42395,305.8803,144.4397
444,16501,7295,42395,305.5401,144.4392
445,16509,7295,42395,305.2396,144.4372
446,16560,7295,42395,304.0519,144.4277
447,16572,7295,42395,303.8744,144.4249
448,16577,7295,42395,298.0357,144.4249
449,16578,7295,42395,297.9859,144.4246
450,16584,7295,42395,297.7000,144.4246
451,16590,7295,42395,297.6976,144.4246
452,16597,7295,42395,297.4316,144.4246
453,16724,7295,42395,296.9769,144.4122
454,16731,7295,42395,296.6498,144.4122
455,16739,7295,42395,294.8825,142.4506
456,16751,7295,42395,294.0106,142.4347
457,16769,7295,42395,293.9669,142.4331
458,16775,7295,42395,293.9526,142.4327
459,16785,7295,42395,293.8685,141.9268
460,16791,7295,42395,293.3915,141.9268
461,16800,7295,42395,293.1866,141.9253
462,16883,7295,42395,289.8141,141.9136
463,16921,7295,42395,289.2253,141.9111
464,16945,7295,42395,289.2062,141.9097
465,17012,7295,42395,289.1962,141.9036
466,17115,7295,42395,289.1543,141.8910
467,17180,7295,42395,289.0474,141.8830
468,17240,7295,42395,288.9200,141.8781
469,17250,7295,42395,288.8806,141.8781
470,17265,7295,42395,288.8806,141.8781
471,17290,7295,42395,288.7029,141.8764
472,17330,7295,42395,288.6935,141.8731
473,17342,7295,42395,288.6746,141.8715
474,17351,7295,42395,288.6656,141.8641
475,17498,7295,42395,288.6291,141.8441
476,17569,7295,42395,288.4032,141.8345
477,17574,7295,42395,288.3495,141.8341
478,17577,7295,42395,288.3396,141.8337
479,17596,7295,42395,288.1242,141.8320
480,17657,7295,42395,288.1160,141.8273
481,17749,7295,42395,288.0823,141.8150
482,17872,7295,42395,288.0110,141.6662
483,17931,7295,42395,287.4710,141.6625
484,17941,7295,42395,287.4494,141.5704
485,17966,7295,42395,287.2641,141.5691
486,17969,7295,42395,287.2051,141.5687
487,18144,7295,42395,287.0534,141.5602
488,18193,7295,42395,286.6360,141.5560
489,18247,7295,42395,286.5900,141.5541
490,18251,7295,42395,285.6448,141.5540
491,18255,7295,42395,284.9652,141.5540
492,18257,7295,42395,284.8321,141.5540
493,18264,7295,42395,282.6122,141.5540
494,18268,7295,42395,281.9505,141.5540
495,18294,7295,42395,281.5419,141.5524
496,18306,7295,42395,281.1582,141.2190
497,18311,7295,42395,280.4922,141.2190
498,18351,7295,42395,280.4852,141.2144
499,18377,7295,42395,280.4342,141.2138
500,18382,7295,42395,280.3878,141.1778
501,18385,7295,42395,280.3168,141.1777
502,18393,7295,42395,279.5598,141.1765
503,18407,7295,42395,279.4536,141.1761
504,18420,7295,42395,278.5771,141.0419
505,18423,7295,42395,278.3097,141.0419
506,18433,7295,42395,278.2198,140.9628
507,18446,7295,42395,277.7722,140.9626
508,18449,7295,42395,274.8057,140.9620
509,18455,7295,42395,270.9701,140.9560
510,18461,7295,42395,270.7037,140.9557
511,18475,7295,42395,270.4068,140.8777
512,18488,7295,42395,270.2546,140.8774
513,18502,7295,42395,270.1713,138.9755
514,18509,7295,42395,268.3258,138.9569
515,18521,7295,42395,268.2887,138.9563
516,18522,7295,42395,268.0368,138.9122
517,18534,7295,42395,267.9073,126.0088
518,18539,7295,42395,267.3548,125.9927
519,18556,7295,42395,267.3225,125.9575
520,18584,7295,42395,267.2558,125.9503
521,18592,7295,42395,266.6296,125.9499
522,18631,7295,42395,265.9103,125.9046
523,18654,7295,42395,265.8229,125.8766
524,18661,7295,42395,265.7660,125.8764
525,18710,7295,42395,265.5021,121.9927
526,18742,7295,42395,257.6235,121.6087
527,18761,7295,42395,257.1999,114.3270
528,18761,7295,42395,256.7564,114.3270
529,18777,7295,42395,255.5163,114.3270
530,18787,7295,42395,254.3471,114.3268
531,18792,7295,42395,251.0897,114.3167
532,18811,7295,42395,250.3929,114.3112
533,18818,7295,42395,250.3559,114.3112
534,18824,7295,42395,250.3549,114.3112
535,18839,7295,42395,249.3843,114.3071
536,18849,7295,42395,246.5784,114.2904
537,18865,7295,42395,243.8947,114.2803
538,18894,7295,42395,243.2199,114.2656
539,18904,7295,42395,242.9604,114.2649
540,18918,7295,42395,242.8694,114.2640
541,18925,7295,42395,242.6728,113.7197
542,18928,7295,42395,241.9089,113.5219
543,18937,7295,42395,237.7248,113.5214
544,18942,7295,42395,236.4571,113.4977
545,18955,7295,42395,235.4522,113.4645
546,18968,7295,42395,235.2816,113.4632
547,18990,7295,42395,234.5929,113.4532
548,19003,7295,42395,233.6530,113.3665
549,19013,7295,42395,233.2768,113.3658
550,19023,7295,42395,231.5783,113.3654
551,19035,7295,42395,231.3835,113.3645
552,19043,7295,42395,231.1721,113.3640
553,19050,7295,42395,228.2320,113.3523
554,19054,7295,42395,224.1378,113.3489
555,19055,7295,42395,219.6738,113.3480
556,19116,7295,42395,219.4019,113.1522
557,19118,7295,42395,215.0364,113.1514
558,19137,7295,42395,214.8100,111.5502
559,19163,7295,42395,210.9599,111.5470
560,19169,7295,42395,210.7097,111.5470
561,19174,7295,42395,210.5980,111.5470
562,19178,7295,42395,210.3194,111.5470
563,19203,7295,42395,209.9122,111.5444
564,19213,7295,42395,209.7684,111.2861
565,19222,7295,42395,208.1516,111.2861
566,19233,7295,42395,207.8796,111.2835
567,19256,7295,42395,206.4582,111.2788
568,19272,7295,42395,205.8059,111.2703
569,19277,7295,42395,205.6088,111.2240
570,19295,7295,42395,201.4996,111.2219
571,19334,7295,42395,201.2851,110.5911
572,19335,7295,42395,201.1159,110.5867
573,19336,7295,42395,200.9325,110.5843
574,19393,7295,42395,200.7403,109.6721
575,19401,7295,42395,196.4764,109.6716
576,19402,7295,42395,196.2652,109.5988
577,19406,7295,42395,196.0502,109.5975
578,19411,7295,42395,195.4651,109.5801
579,19420,7295,42395,195.2547,109.5796
580,19449,7295,42395,195.0209,109.5762
581,19487,7295,42395,194.4511,106.2367
582,19502,7295,42395,184.1935,106.2354
583,19516,7295,42395,182.3819,106.1840
584,19521,7295,42395,181.2443,106.1840
585,19540,7295,42395,181.0615,106.1840
586,19546,7295,42395,180.6176,106.1813
587,19579,7295,42395,179.9268,106.1800
588,19581,7295,42395,179.2716,106.1800
589,19602,7295,42395,178.9414,106.1793
590,19636,7295,42395,177.8947,106.1320
591,19672,7295,42395,177.5500,106.1257
592,19702,7295,42395,176.8426,106.1224
593,19728,7295,42395,176.4857,106.1200
594,19757,7295,42395,176.2958,106.1174
595,19761,7295,42395,176.0969,106.1174
596,19785,7295,42395,175.8607,106.1076
597,19787,7295,42395,175.8413,106.1069
598,19809,7295,42395,175.4658,105.5554
599,19812,7295,42395,173.9896,105.5554
600,19823,7295,42395,173.9893,105.5545
601,19833,7295,42395,173.7407,105.1699
602,19840,7295,42395,173.2121,105.1619
603,19946,7295,42395,173.0587,105.0199
604,19984,7295,42395,171.7942,103.0561
605,19998,7295,42395,171.6205,103.0407
606,20009,7295,42395,171.3235,103.0404
607,20032,7295,42395,171.0480,103.0397
608,20035,7295,42395,170.1890,103.0397
609,20037,7295,42395,169.3393,103.0397
610,20097,7295,42395,168.7203,103.0242
611,20113,7295,42395,168.5541,98.2657
612,20132,7295,42395,167.0360,98.2657
613,20156,7295,42395,167.0084,97.8456
614,20164,7295,42395,165.0479,97.8456
615,20197,7295,42395,165.0397,97.8385
616,20226,7295,42395,164.8978,97.8385
617,20232,7295,42395,164.8730,97.8371
618,20247,7295,42395,164.8474,97.8367
619,20247,7295,42395,164.7587,97.8367
620,20253,7295,42395,161.1401,97.8367
621,20261,7295,42395,161.1367,97.8367
