SummaryNodes,SummaryEdges,NodeThreshold,EdgeThreshold,Objective,TestObjective
285,10410,7295,42395,428.0599,172.8714
286,10548,7295,42395,427.8035,172.8674
287,10589,7295,42395,427.7050,172.8305
288,10591,7295,42395,427.5432,172.8302
289,10607,7295,42395,427.5331,172.8274
290,10623,7295,42395,427.4176,172.8249
291,10657,7295,42395,427.4080,172.7389
292,10683,7295,42395,427.1485,172.7343
293,10685,7295,42395,426.6728,172.7332
294,10697,7295,42395,426.6619,172.7264
295,10733,7295,42395,426.6196,172.7228
296,10737,7295,42395,426.5170,172.7195
297,10759,7295,42395,426.4330,172.7025
298,10767,7295,42395,426.3655,172.6870
299,10769,7295,42395,426.3259,172.6857
300,10774,7295,42395,426.3218,172.6835
301,10780,7295,42395,426.2947,172.6825
302,10805,7295,42395,426.2461,172.6748
303,10818,7295,42395,426.1667,172.6712
304,10853,7295,42395,426.0341,172.6539
305,10856,7295,42395,425.9562,172.6391
306,10859,7295,42395,425.9132,172.6367
307,10867,7295,42395,425.9068,172.6359
308,10887,7295,42395,425.8303,172.6356
309,10902,7295,42395,425.7713,172.6341
310,10915,7295,42395,425.7332,172.6274
311,10917,7295,42395,425.6845,172.6263
312,10955,7295,42395,425.6426,172.6262
313,11003,7295,42395,425.5967,172.6215
314,11011,7295,42395,424.9440,172.6196
315,11138,7295,42395,424.8176,172.6110
316,11362,7295,42395,424.7789,172.5710
317,11394,7295,42395,424.5342,172.5524
318,11402,7295,42395,424.1213,172.4951
319,11407,7295,42395,423.9374,172.4913
320,11413,7295,42395,423.9241,172.4859
321,11418,7295,42395,423.8947,172.4833
322,11422,7295,42395,423.8878,172.4577
323,11425,7295,42395,423.8214,172.4564
324,11431,7295,42395,423.8169,172.4136
325,11438,7295,42395,423.6985,172.4109
326,11491,7295,42395,423.6895,172.4073
327,11538,7295,42395,423.5609,172.4032
328,11590,7295,42395,423.2581,172.3993
329,11604,7295,42395,423.2230,172.3913
330,11645,7295,42395,423.0606,172.3893
331,11655,7295,42395,423.0490,172.3890
332,11680,7295,42395,423.0421,172.3544
333,11691,7295,42395,422.9669,172.3117
334,11714,7295,42395,422.9167,172.3101
335,11774,7295,42395,422.8717,172.3070
336,11804,7295,42395,422.8124,172.2367
337,11823,7295,42395,422.4552,172.1879
338,11831,7295,42395,422.3107,172.1876
339,11845,7295,42395,422.1604,172.1694
340,11871,7295,42395,421.2181,172.1648
341,11935,7295,42395,420.7146,172.1542
342,11947,7295,42395,420.6974,172.1083
343,11953,7295,42395,420.5546,172.1012
344,11966,7295,42395,420.5318,172.1004
345,11980,7295,42395,420.3798,171.9998
346,12009,7295,42395,420.0822,171.9094
347,12015,7295,42395,419.7862,171.8571
